body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Pleiades Sector OS-U c2-7 5 a,Planet,Rocky Ice world,2540.953613,1,0.12517253549132,0.005401,1324.851125,115,No volcanism,No atmosphere,Not terraformable,5.0937185329861,0.010084149519917,0.000677,-0.013341,83.713799,5.0280570023148,1,0.086122,
Pleiades Sector OS-U c2-7 5 b,Planet,Icy body,2545.561035,1,0.16090302905747,0.021013,2304.87,108,No volcanism,No atmosphere,Not terraformable,9.0817491319444,0.014827308367565,0.002419,0.010443,296.026489,9.0038006365741,1,-0.221559,
Pleiades Sector OS-U c2-7 5 c,Planet,Icy body,2554.043213,,0.24102717278731,0.082713,3736.27125,93,No volcanism,Thin Argon,Not terraformable,47.241099537037,0.044513937536947,0.001995,0.079744,156.374649,-47.126322337963,,3.081442,
Pleiades Sector OS-U c2-7 5 c a,Planet,Icy body,2553.916748,1,0.083519328174423,0.004605,1497.6345,93,No volcanism,No atmosphere,Not terraformable,4.5603276909722,0.00034448369992742,,15.942187,311.677155,4.685550853588,1,0.466108,
Pleiades Sector OS-U c2-7 6,Planet,Icy body,2593.480225,,2.939891083827,23.713148,18113.964,87,Water Geysers,Thick Helium,Not terraformable,826.66814814815,0.29736214131823,0.117812,5.174429,28.17034,1.935392614294,,0.94747,
Col 285 Sector CV-Y d57 A,Star,F (White) Star,0,,,,,7217,,,,1014.450462963,0.50645575954712,0.121644,-56.429283,266.259583,2.4223303674769,,,
Col 285 Sector CV-Y d57 AB 1,Planet,Gas giant with water-based life,2166.772705,,3.5433076350899,476.66272,73975.12,228,No volcanism,No atmosphere,Not terraformable,2426.1244444444,4.2135704893292,4.3E-5,0.002166,356.611969,1.6441339337384,,0.034646,
Col 285 Sector CV-Y d57 AB 1 a,Planet,Rocky body,2181.612549,1,0.060696981334971,0.000409,523.555375,178,No volcanism,No atmosphere,Not terraformable,3.5991286892361,0.0051801520193696,0.00168,-0.201419,170.996445,3.5991760706019,1,0.148971,
Col 285 Sector CV-Y d57 AB 1 b,Planet,Rocky body,2177.672119,1,0.061248465292058,0.000419,527.5260625,176,No volcanism,No atmosphere,Not terraformable,4.6678580729167,0.0061605950652077,1.7E-5,-0.056652,46.722904,4.6679191984954,1,-0.507023,
Col 285 Sector CV-Y d57 AB 1 c,Planet,Rocky body,2182.278809,1,0.063724722312585,0.000472,548.9105,174,No volcanism,No atmosphere,Not terraformable,8.7186848958333,0.0093435426150086,0.000491,-0.047825,185.098053,8.7188006365741,1,0.150562,
Col 285 Sector CV-Y d57 AB 1 d,Planet,Rocky body,2174.306641,1,0.098368673339446,0.001696,837.4695625,173,No volcanism,No atmosphere,Not terraformable,18.161814236111,0.015239956807754,7.9E-5,1.284988,158.171646,18.162055844907,1,-0.624064,
Col 285 Sector CV-Y d57 AB 1 e,Planet,Rocky body,2185.193848,1,0.073391198322128,0.000717,630.4085625,171,No volcanism,No atmosphere,Not terraformable,32.546006944444,0.022484132643474,0.000238,0.004556,261.740295,32.546440972222,1,-0.512675,
Col 285 Sector CV-Y d57 AB 1 f,Planet,Rocky body,2171.859863,1,0.10260873335406,0.001933,875.4035,171,No volcanism,No atmosphere,Not terraformable,46.730046296296,0.028615964090724,2.8E-5,2.005951,306.90094,46.730662615741,1,0.460886,
Col 285 Sector CV-Y d57 AB 1 g,Planet,Rocky body,2161.25708,1,0.10533851130762,0.002089,898.1733125,170,No volcanism,No atmosphere,Not terraformable,69.76640625,0.037380218032742,0.001012,-0.530743,38.463955,0.71796911168981,,0.393808,
Col 285 Sector CV-Y d57 AB 2,Planet,Gas giant with water-based life,2670.325439,,2.4669465365734,304.472168,70856.296,175,No volcanism,No atmosphere,Not terraformable,578.57083333333,0.012320947132304,0.023528,-9.38355,359.444763,0.69509349681713,,0.481872,
Col 285 Sector CV-Y d57 AB 2 a,Planet,Rocky body,2680.352783,1,0.093212424476824,0.001457,797.402125,152,Minor Metallic Magma,No atmosphere,Not terraformable,1.1743336769444,0.0021143980092759,7.0E-6,-0.074811,15.901459,1.1743601707176,1,-0.35059,
Col 285 Sector CV-Y d57 AB 2 b,Planet,Rocky body,2674.852783,,0.1488499215927,0.005766,1255.3,298,No volcanism,Carbon dioxide,Not terraformable,3.024253833912,0.0039725677726508,0.003254,0.154379,65.693954,3.0243223741319,1,0.134969,
Col 285 Sector CV-Y d57 AB 2 c,Planet,Rocky body,2932.149414,,0.1035737963073,0.001987,883.40225,173,No volcanism,Thin Carbon dioxide,Not terraformable,8.3115719039352,0.0077943731855536,0.002813,0.059274,114.247665,8.3117592592593,1,-0.121175,
Col 285 Sector CV-Y d57 AB 2 d,Planet,Rocky body,2666.64209,,0.10625381889324,0.002143,905.78125,172,No volcanism,Thin Carbon dioxide,Not terraformable,18.889768518519,0.013473387920354,0.017899,5.94593,67.786964,18.890193865741,1,-0.287472,
Col 285 Sector CV-Y d57 AB 3,Planet,Class I gas giant,2664.990967,,0.71904772462061,30.294733,41398.94,141,No volcanism,No atmosphere,Not terraformable,578.57083333333,0.123812110061,0.023528,-9.38355,179.444763,0.6968349428588,,-0.296532,
Col 285 Sector CV-Y d57 AB 3 a,Planet,Rocky body,2664.835693,,0.14063639827349,0.004868,1186.618,282,Minor Metallic Magma,Carbon dioxide,Not terraformable,1.3484511537963,0.0010744252391288,0.001029,-0.125446,151.541534,1.2109100115741,1,0.808046,
Col 285 Sector CV-Y d57 AB 3 b,Planet,Rocky body,2664.426514,,0.055217473632211,0.000309,477.11765625,225,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.9268265335648,0.0013630585451909,0.001399,0.026583,251.52684,1.7727331090856,1,0.373014,
Col 285 Sector CV-Y d57 AB 4,Planet,Class III gas giant,3544.154053,,10.002756001056,1309.829956,72984.752,360,No volcanism,No atmosphere,Not terraformable,582.78694444444,0.0036924106300131,0.174238,-3.537466,182.009293,0.67603664821759,,-0.467573,
Col 285 Sector CV-Y d57 AB 4 a,Planet,Rocky body,3589.694092,1,0.14277028489871,0.005103,1205.808625,182,Minor Metallic Magma,No atmosphere,Not terraformable,1.2306225585995,0.003547832957224,0.000943,-0.106596,291.342987,1.2306434461806,1,-0.010241,
Col 285 Sector CV-Y d57 AB 4 b,Planet,Rocky body,3584.718994,,0.17499367785119,0.009199,1462.324125,160,No volcanism,Thin Ammonia,Not terraformable,6.4161176215278,0.0106674716193,0.000437,-0.083129,179.343109,-6.4162275752315,,2.218261,
Col 285 Sector CV-Y d57 AB 4 b a,Planet,Rocky body,3584.710449,1,0.063856712526467,0.000516,573.331875,158,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.30571680140046,2.7342362768002E-5,,-31.259323,5.302495,0.31417333532407,1,-0.101432,
Col 285 Sector CV-Y d57 AB 4 c,Planet,Rocky body,3555.46167,1,0.14497377261933,0.005338,1223.8525,151,No volcanism,No atmosphere,Not terraformable,13.405379050926,0.017434091139106,2.5E-5,-1.527065,78.350655,13.40560619213,1,0.179259,
Col 285 Sector CV-Y d57 AB 4 d,Planet,Rocky body,3589.065186,,0.14239961890035,0.005066,1202.991875,294,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.1870678710995,3.3278946262435E-5,0.075314,2.05495,26.11375,1.6970782696759,1,0.521998,
Col 285 Sector CV-Y d57 AB 4 e,Planet,Rocky body,3589.052002,,0.14032296268384,0.004853,1186.110875,292,No volcanism,Carbon dioxide,Not terraformable,1.1870678710995,3.4738793244067E-5,0.075314,2.05495,206.113739,1.6610375072338,1,-0.31355,
Col 285 Sector CV-Y d57 AB 5,Planet,Ammonia world,3499.094482,,2.8459543584537,22.696579,18011.536,186,Water Geysers,Thick Ammonia and Oxygen,Not terraformable,582.78694444444,0.21309798067868,0.174238,-3.537466,2.009298,1.8493357566551,,-0.396299,
Col 285 Sector CV-Y d57 AB 6,Planet,Gas giant with water-based life,5210.802246,,4.9833014120058,410.025177,57853.708,155,No volcanism,No atmosphere,Not terraformable,9978.7311111111,10.816622805742,0.000596,0.180178,334.084869,1.4706983326157,,-1.325329,
Col 285 Sector CV-Y d57 AB 6 a,Planet,Icy body,5205.790527,1,0.11872906576361,0.011176,1956.812375,97,No volcanism,No atmosphere,Not terraformable,8.7963353587963,0.008939085093542,0.000529,-0.342526,270.979309,8.7968930844907,1,0.24225,
Col 285 Sector CV-Y d57 AB 6 b,Planet,Icy body,5202.722168,1,0.11916773397106,0.011255,1960.098625,94,No volcanism,No atmosphere,Not terraformable,51.054016203704,0.028869893694282,0.000313,-2.201257,148.808182,-51.057256944444,,2.849243,
Col 285 Sector CV-Y d57 AB 6 b a,Planet,Icy body,5202.682617,1,0.03219947483152,0.000276,590.492875,94,Major Water Magma,No atmosphere,Not terraformable,3.7717368344907,0.00015456631763409,,58.785164,234.679367,3.8177054398148,1,0.207233,
Col 285 Sector CV-Y d57 AB 6 c,Planet,Icy body,5204.783203,1,0.10008841546978,0.006796,1661.955125,94,No volcanism,No atmosphere,Not terraformable,82.526024305556,0.039763611956276,0.000518,2.273294,147.314194,82.531261574074,1,0.365042,
Col 285 Sector CV-Y d57 AB 6 d,Planet,Icy body,5198.384277,1,0.11963600653676,0.011426,1971.06375,93,No volcanism,No atmosphere,Not terraformable,121.80940972222,0.051548072308224,0.000342,-1.054863,260.504791,0.5808284053125,,-0.231119,
Col 285 Sector CV-Y d57 B,Star,M (Red dwarf) Star,1060.479004,,,,,3244,,,,1014.450462963,1.8460739813725,0.121644,-56.429283,86.25959,1.4203749819213,,,
Col 285 Sector CV-Y d57 B 1,Planet,High metal content world,1053.490234,1,0.66149279877548,0.271791,4088.26925,926,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.6011666304977,0.019113534936163,0.000199,-0.018075,118.022026,1.6011910445602,1,-0.346508,
Col 285 Sector CV-Y d57 B 2,Planet,High metal content world,1048.707642,1,0.59006265948392,0.200062,3713.7935,849,Major Rocky Magma,No atmosphere,Not terraformable,2.265421911169,0.024088847676359,0.001718,-0.003098,21.060652,2.2654564525463,1,-0.193995,
Col 285 Sector CV-Y d57 B 3,Planet,High metal content world,1059.022949,1,0.61040642563296,0.219188,3821.9355,758,No volcanism,No atmosphere,Not terraformable,3.6166710069444,0.032904552190261,3.5E-5,0.016746,305.526001,3.6167263454861,1,-0.324101,
Col 285 Sector CV-Y d57 B 4,Planet,High metal content world,1087.975464,,0.90712948759843,0.614019,5247.359,659,Rocky Magma,Hot Sulphur dioxide,Not terraformable,8.5872757523148,0.058562585837661,0.000487,0.004862,347.930054,-8.5874066840278,,-1.767377,
Col 285 Sector CV-Y d57 B 4 a,Planet,Rocky body,1087.909912,1,0.23946762380785,0.02129,1901.730375,623,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.78448911313657,0.00020646970344879,,15.785865,92.426414,0.79797390408565,1,-0.362664,
Col 285 Sector CV-Y d57 B 5,Planet,High metal content world,1098.728516,,0.69209861855245,0.306496,4244.367,595,No volcanism,Hot Sulphur dioxide,Not terraformable,13.117615740741,0.077675947937139,0.000594,-0.014253,103.439636,13.117815393519,1,-0.155901,
Col 285 Sector CV-Y d57 B 6,Planet,High metal content world,1109.363281,,0.93618642055076,0.666208,5380.322,564,Rocky Magma,Hot Sulphur dioxide,Not terraformable,18.519061053241,0.097752814659547,0.009444,0.000233,357.526001,18.519341724537,1,0.945665,
Col 285 Sector CV-Y d57 B 6 a,Planet,Rocky body,1109.482178,1,0.23500095757726,0.020169,1868.49475,532,Metallic Magma,No atmosphere,Not terraformable,0.97083351417824,0.00024420481273601,,-73.70166,251.43988,0.98542001230324,1,-0.012957,
Col 285 Sector CV-Y d57 B 7,Planet,High metal content world,1012.103088,,0.75656901141291,0.387566,4564.919,498,No volcanism,Sulphur dioxide,Not terraformable,33.97484375,0.14649462157084,0.002936,0.01926,262.874481,33.975364583333,1,0.363335,
HIP 14909,Star,F (White) Star,0,,,,,6718,,,,,,,,,4.5463198061343,,,
HIP 14909 1,Planet,High metal content world,13.994663,,1.9940742430307,4.047183,9086.367,1564,Major Silicate Vapour Geysers,Hot thick Sulphur dioxide,Not terraformable,1.5030358434606,0.028045125591483,2.0E-6,-0.003553,51.843361,1.5107835105671,1,-0.141592,
HIP 14909 2,Planet,Class III gas giant,1540.811401,,14.411950322185,1922.020874,73654.992,513,No volcanism,No atmosphere,Not terraformable,105.68232638889,0.00026302984003635,0.107699,-8.285192,329.362457,1.0001204427083,,-0.798261,
HIP 14909 2 a,Planet,Rocky body,1539.779541,1,0.27809690067716,0.035062,2264.66925,224,Metallic Magma,No atmosphere,Not terraformable,0.97963225188657,0.003462900625363,0.002287,0.00299,30.214581,0.97966127748843,1,0.23869,
HIP 14909 2 b,Planet,Rocky body,1544.264404,1,0.30830897693125,0.046982,2489.75825,186,No volcanism,No atmosphere,Not terraformable,5.1852398003472,0.010517451088293,0.004461,0.761271,150.919281,5.1853927951389,1,-0.153049,
HIP 14909 2 c,Planet,Rocky body,1534.674561,1,0.2407259663859,0.023214,1980.60575,173,No volcanism,No atmosphere,Not terraformable,11.740670572917,0.018135375131379,0.025304,0.036502,345.441284,11.741015625,1,0.425963,
HIP 14909 3,Planet,Ammonia world,1547.515137,,1.4640391618764,6.456942,13394.349,211,Major Water Geysers,Thick Ammonia and Oxygen,Not terraformable,105.68232638889,0.078300028691518,0.107699,-8.285192,149.362473,105.85969907407,1,0.477189,
HIP 14909 4,Planet,Gas giant with ammonia-based life,2730.150879,,2.0847342412886,64.589142,35500.864,103,No volcanism,No atmosphere,Not terraformable,4070.6888888889,5.4490792301899,0.006585,0.25606,19.060059,1.5942677589699,,1.372159,
HIP 14909 4 a,Planet,Rocky body,2729.459961,1,0.046293921050761,0.000182,399.90628125,101,No volcanism,No atmosphere,Not terraformable,10.88648365162,0.0055651598522385,6.3E-5,0.184665,192.921066,10.887588975694,1,-0.415858,
HIP 14909 4 b,Planet,Rocky body,2732.949219,1,0.061711456054688,0.000429,531.777875,100,No volcanism,No atmosphere,Not terraformable,25.674146412037,0.0098601446203606,0.00416,1.889917,348.283661,25.676753472222,1,0.111423,
HIP 14909 4 c,Planet,Rocky Ice world,2723.84668,1,0.17939088638357,0.011859,1639.866,89,No volcanism,No atmosphere,Not terraformable,73.74068287037,0.019923120790783,,0.770637,245.010895,73.748177083333,1,0.235593,
HIP 14909 5,Planet,Class III gas giant,4784.997559,,19.498965359283,2380.532715,70471.872,574,No volcanism,No atmosphere,Not terraformable,9521.4903703704,9.6016924865495,0.00132,-0.046258,223.360229,0.69396986219907,,2.449614,
HIP 14909 5 a,Planet,Rocky body,4787.437988,1,0.095218998858271,0.001546,812.69475,172,No volcanism,No atmosphere,Not terraformable,1.5547804542824,0.0050599043185446,0.000911,-0.007486,117.518196,1.5547887731481,1,1.030559,
HIP 14909 5 b,Planet,Rocky body,4782.026855,,0.077553361860231,0.000844,665.3580625,238,No volcanism,Carbon dioxide,Not terraformable,3.8261823640046,0.0092230258194444,1.6E-5,0.003312,71.258904,3.8262029803241,1,-0.471775,
HIP 14909 5 c,Planet,Rocky body,4786.086914,,0.11419974354976,0.002649,971.3884375,165,No volcanism,Thin Carbon dioxide,Not terraformable,5.899976490162,0.01231014312826,0.000166,-0.005915,309.260986,5.9000075954861,1,-0.260483,
HIP 14909 5 d,Planet,Rocky body,4792.890137,1,0.10488611675843,0.002063,894.48925,129,No volcanism,No atmosphere,Not terraformable,8.9180085358796,0.016213427775747,0.000681,0.004388,245.609665,8.9180548321759,1,-0.484869,
HIP 14909 5 e,Planet,Rocky body,4770.677246,1,0.14344389545924,0.005158,1209.4395,115,No volcanism,No atmosphere,Not terraformable,22.557395833333,0.030099241673231,0.002159,0.380749,302.123932,-22.557514467593,,-2.324325,
HIP 14909 5 e a,Planet,Rocky body,4770.672363,1,0.044049034656255,0.00017,396.224,115,Minor Metallic Magma,No atmosphere,Not terraformable,1.3027991174769,5.8824660797796E-5,,17.229858,42.843193,1.3240383572106,1,0.15666,
HIP 14909 5 f,Planet,Rocky body,4765.026367,1,0.10683954475482,0.002178,910.6415,109,No volcanism,No atmosphere,Not terraformable,37.264175347222,0.04206206948372,0.011417,7.546625,314.177399,37.264372106481,1,0.009361,
Mel 22 Sector ZU-P c5-1,Star,G (White-Yellow) Star,0,,,,,5228,,,,,,,,,3.2518341290509,,,
Mel 22 Sector ZU-P c5-1 1,Planet,High metal content world,12.446548,,1.8940437314259,3.609823,8805.063,1487,Major Silicate Vapour Geysers,Hot Sulphur dioxide,Not terraformable,1.5147995334259,0.0249427413274,,-0.000713,95.791214,1.5414767795139,1,0.075209,
Mel 22 Sector ZU-P c5-1 2,Planet,High metal content world,22.809156,,2.7160699896604,7.780465,10794.855,3671,Major Silicate Vapour Geysers,Hot thick Carbon dioxide-rich,Not terraformable,3.7578689236111,0.0457090090922,7.0E-6,5.5E-5,66.797585,3.824048755787,1,0.10008,
Mel 22 Sector ZU-P c5-1 3,Planet,High metal content world,38.583412,1,2.1398161230228,4.715834,9468.377,758,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,8.2676179108796,0.077320445123154,9.0E-6,0.001792,73.483345,8.4132204861111,1,0.421796,
Mel 22 Sector ZU-P c5-1 4,Planet,Gas giant with ammonia-based life,1818.006348,,1.138217430914,40.318775,37959.944,111,No volcanism,No atmosphere,Not terraformable,2668.2007407407,3.6379194364563,0.001521,-0.127126,48.324554,0.47493019386574,,2.944374,
Mel 22 Sector ZU-P c5-1 4 a,Planet,Rocky body,1818.263672,1,0.10620729646536,0.002108,898.5508125,111,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.2739241084375,3.4265164343679E-6,0.039755,-1.894988,19.803579,0.60113529912037,1,1.315258,
Mel 22 Sector ZU-P c5-1 4 b,Planet,Rocky body,1818.259644,1,0.066210333979946,0.000552,582.3595,111,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.2739241084375,1.307548941604E-5,0.039755,-1.894988,199.803574,0.30772985387731,1,-0.14827,
Mel 22 Sector ZU-P c5-1 4 c,Planet,Rocky body,1818.5979,1,0.073054620894944,0.000708,627.8809375,111,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4951551649306,0.0012660298914268,5.4E-5,-0.000491,269.30899,1.4952272316319,1,-0.106059,
Mel 22 Sector ZU-P c5-1 5,Star,Y (Brown dwarf) Star,3421.157715,,,,,470,,,,295.16833333333,5.7631876440872E-5,0.057675,5.261742,188.539078,1.4760525173611,,1.317305,
Mel 22 Sector ZU-P c5-1 5 a,Planet,Rocky body,3421.886719,,0.11483649015845,0.002692,976.522125,257,Minor Silicate Vapour Geysers,Carbon dioxide,Not terraformable,1.461049352581,0.0063345800014786,0.002079,0.497537,329.406372,1.4610548683449,1,0.220862,
Mel 22 Sector ZU-P c5-1 5 b,Planet,Rocky body,3425.599365,1,0.14215772220241,0.005001,1196.265875,125,No volcanism,No atmosphere,Not terraformable,3.2003624131944,0.010684168327538,0.000922,-0.018103,295.059357,3.2003747106481,1,0.864029,
Mel 22 Sector ZU-P c5-1 5 b a,Planet,Rocky body,3425.593018,1,0.059829445256179,0.000425,537.55325,125,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.24865627712963,1.9620402925962E-5,,5.129704,258.71524,0.25900429054398,1,-0.354631,
Mel 22 Sector ZU-P c5-1 5 c,Planet,Rocky body,3423.966064,1,0.11482805300794,0.002692,976.558,117,No volcanism,No atmosphere,Not terraformable,5.7973054108796,0.015876644372586,0.007763,-0.007962,27.958467,5.7973274739583,1,0.043286,
Mel 22 Sector ZU-P c5-1 5 d,Planet,Rocky body,3435.34082,1,0.1700409043439,0.008479,1424.23,113,No volcanism,No atmosphere,Not terraformable,7.9863780381944,0.019656572397992,0.004369,-0.242142,288.745148,-7.9864069733796,,-3.096167,
Mel 22 Sector ZU-P c5-1 5 e,Planet,Rocky body,3436.861084,1,0.13339755296724,0.004179,1128.877375,108,No volcanism,No atmosphere,Not terraformable,13.074684606481,0.027304154189409,0.012329,-0.541819,356.485901,13.074733796296,1,-0.494442,
