name,updateTime,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,orbitalPeriod,semiMajorAxis,SolidComp-Ice,SolidComp-Rock,SolidComp-Metal,isMainStar,isScoopable,age,luminosity,surfaceTemperature,Antimony,Arsenic,Boron,Cadmium,Carbon,Chromium,Germanium,Iron,Lead,Manganese,Mercury,Molybdenum,Nickel,Niobium,Phosphorus,Polonium,Rhenium,Ruthenium,Selenium,Sulphur,Technetium,Tellurium,Tin,Tungsten,Vanadium,Yttrium,Zinc,Zirconium,hasRings,
Aries Dark Region DB-X d1-63 B 3,2018-06-02 02:54:19,Planet,High metal content world,433501.09375,1,0.75355769310866,0.382112,4541.733,608,No volcanism,4.7E-5,0.015039,37.138298,4.1022967303241,1,-0.459257,4.0814431423611,0.037382747266603,0,67.2355,32.7645,,,,,608,,,,,13.1736,9.89439,4.61857,22.0006,,,0.960729,1.43663,16.6403,,8.43395,,,,,15.6661,,1.19622,,,,,5.97893,,,
Aries Dark Region DB-X d1-63 B 4,2018-06-02 02:54:49,Planet,High metal content world,433536.03125,1,0.76530504664183,0.397911,4598.966,467,No volcanism,1.0E-6,0.001366,3.419534,9.1491196469907,1,-0.18822,9.102611400463,0.06381253606974,0,67.2355,32.7645,,,,,467,,,,,13.0153,9.7755,,21.7362,,,,,16.4404,1.48556,8.33261,,,,,15.4779,,,,1.19354,5.33766,1.29828,5.90709,,,
Aries Dark Region DB-X d1-63 B 5,2018-06-02 02:52:47,Planet,High metal content world,433504.8125,,1.073824231121,0.941603,5972.4405,1083,Major Rocky Magma,9.0E-5,0.0104,184.417587,20.958592303241,1,0.640437,20.852054398148,0.11089056571712,0,66.9818,33.0182,,,,,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 6,2018-06-02 02:52:10,Planet,High metal content world,433579.3125,,1.9965997307303,4.050756,9084.626,984,Major Silicate Vapour Geysers,3.8E-5,0.002261,121.351219,45.757407407407,1,0.191837,45.524809027778,0.18662112553718,0,67.2355,32.7645,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 7,2018-06-02 02:41:19,Planet,Class I gas giant,432983.03125,,2.2138284114618,270.442841,70493.696,118,No volcanism,0.056441,2.445653,0.949676,1.5674987340856,,0.093694,92.87291087963,0.00050878868558655,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Aries Dark Region DB-X d1-63 B 7 a,2018-02-07 19:08:07,Planet,Icy body,432508.96875,1,0.094431850412114,0.005888,1592.609,87,Major Water Geysers,3.0E-6,0.556417,62.382069,1.0488104021991,1,0.202583,1.1393128797801,0.0019918852494737,,,,,,,,87,,,,0.912494,22.778,,3.38595,11.7507,,4.85291,,,8.88772,,14.5829,,,,4.23946,27.0877,,0.876967,,0.645231,,,,,,
Aries Dark Region DB-X d1-63 B 7 b,2018-02-07 19:07:46,Planet,Icy body,432507.1875,1,0.065603585708394,0.002038,1124.14625,85,Major Water Geysers,0.004978,-0.040174,194.763229,1.68482421875,1,0.333387,1.788478551794,0.0026904494169381,,,,,,,,85,,1.57992,,,24.0551,,3.5328,12.2194,,,,0.797921,9.24226,0.835132,15.4005,,,,,28.6065,,,,,3.00066,0.729851,,,,
Aries Dark Region DB-X d1-63 B 8,2018-02-07 19:06:48,Planet,Class I gas giant,432517.28125,,0.46850878815089,3.707827,17942.6,88,No volcanism,0.056441,2.445653,180.949677,93.507418981481,1,0.021274,92.87291087963,0.037109559207115,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Aries Dark Region DB-X d1-63 B 9,2018-06-02 02:06:51,Planet,Gas giant with ammonia-based life,434564.9375,,2.8156386732698,377.205322,73821.856,126,No volcanism,0.003526,-2.218112,304.867615,0.73665084274306,,-0.364523,2280.8127777778,2.5362291393095,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 9 a,2018-06-02 02:07:30,Planet,Icy body,434565.90625,1,0.097460464343541,0.00629,1620.300625,83,Major Water Geysers,2.1E-5,-4.3E-5,135.751297,1.0475134729514,1,-0.381794,1.0474561451157,0.0021042742288176,82.563,15.8885,1.5485,,,,,83,0.757477,,,,23.2851,5.57183,,12.3892,,,,0.809007,9.37067,,14.9075,,,,,27.6908,,,0.73749,,3.04236,,,1.43864,,
Aries Dark Region DB-X d1-63 B 9 b,2018-02-07 19:43:35,Planet,Icy body,433782.15625,1,0.087395890140382,0.004571,1458.62825,79,Carbon Dioxide Geysers,0.000142,0.000647,201.690125,2.9015044487847,1,0.272812,2.9013460286458,0.0041502870936251,,,,,,,,79,,1.66942,,,24.2669,,,12.9116,,,,,9.76581,0.88244,15.5361,0.332438,,,,28.8584,,,0.768588,,,,3.50889,1.49931,,
Aries Dark Region DB-X d1-63 B 9 c,2018-02-07 19:44:15,Planet,Icy body,433784.875,1,0.073472483167342,0.002745,1232.802,78,No volcanism,0.000131,0.230792,91.340836,4.3038049768519,1,-0.262828,4.3035698784722,0.0053979767240096,,,,,,,,78,,,,0.931433,22.5434,5.39436,,11.9946,,,,0.783238,9.07219,,14.4327,,,,4.1958,26.8088,,0.898167,,,2.94545,,,,,
Aries Dark Region DB-X d1-63 B 9 d,2018-02-07 19:42:08,Planet,Icy body,433786.03125,1,0.079195560248529,0.003423,1325.98175,76,No volcanism,0.000225,0.458928,93.650597,7.3953074363426,1,-0.148129,7.3949030671296,0.0077440255170691,,,,,,,,76,,1.59689,,,23.2126,,,12.3507,,5.10069,,0.806491,9.34152,0.844101,14.8611,,,,,27.6046,,0.924831,,,,,3.35645,,,
Aries Dark Region DB-X d1-63 B 9 e,2018-02-07 19:45:03,Planet,Icy body,433777.8125,1,0.12139749130478,0.011836,1991.508375,73,No volcanism,0.000318,-0.003496,176.810074,39.643110532407,1,0.882886,39.640949074074,0.023719624025371,,,,,,,,73,,,,,22.7245,5.49625,,12.2211,,,,,9.24356,0.83525,14.5486,,,,,27.0242,,0.913013,,0.671063,3.00109,,3.32125,,,
Aries Dark Region DB-X d1-63 B 9 e a,2018-02-07 19:46:03,Planet,Icy body,433777.75,1,0.041884343776543,0.000603,765.274625,73,Minor Carbon Dioxide Geysers,,53.93523,235.415924,3.2569368489583,1,-0.465687,3.1770373987269,0.00014138790813685,,,,,,,,73,,,,,25.1893,4.13928,,9.20386,,,0.401917,,6.96141,,16.1267,,,0.568397,4.68827,29.9553,,,,0.505384,2.26015,,,,,
Aries Dark Region DB-X d1-63 B 9 f,2018-02-07 19:41:22,Planet,Icy body,433794.40625,1,0.085421342343602,0.004275,1426.820625,72,No volcanism,0.00296,1.870365,69.27578,73.949212962963,1,0.245434,73.945173611111,0.03594332913189,,,,,,,,72,,,,0.917062,22.1956,5.31113,,11.8095,,4.87721,0.515702,,8.93222,,14.21,,,,4.13106,26.3951,,,,,,0.705368,,,,
Aries Dark Region DB-X d1-63 B 10,2018-06-02 02:39:19,Planet,Gas giant with ammonia-based life,431786.53125,,3.8857726975142,551.544617,75986.448,146,No volcanism,0.001664,-1.995419,68.154762,1.2794671404861,,-0.750178,3702.1848148148,3.5029516869721,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 10 a,2018-06-02 02:40:40,Planet,Icy body,431791.4375,,0.063490688599063,0.001785,1069.42075,111,No volcanism,0.00134,-0.100644,49.553047,9.9303935185185,1,0.522147,9.9301634837963,0.010698129595771,82.563,15.8885,1.5485,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 10 b,2018-02-07 19:01:58,Planet,Icy body,431821.125,,0.073745581387141,0.002766,1235.215125,112,No volcanism,0.000195,0.234311,91.148407,-16.586455439815,,1.771607,16.586072048611,0.015060266549636,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 10 c,2018-02-07 19:04:52,Planet,Icy body,431830.28125,,0.0739979107713,0.002785,1237.33525,111,No volcanism,0.005257,0.166915,247.740875,-24.02900318287,,-2.541223,24.028447627315,0.019282091773784,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 10 d,2018-06-02 02:40:11,Planet,Icy body,431777.5,,0.065767790370927,0.00198,1106.6505,107,No volcanism,0.005329,-0.008199,31.738281,34.618307291667,1,-0.170728,34.617502893519,0.02459616783837,82.563,15.8885,1.5485,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 10 e,2018-02-07 19:00:49,Planet,Icy body,431801.71875,,0.10505316871447,0.00783,1741.24875,115,No volcanism,0.002088,-0.407166,252.754868,1.482162181713,,0.480728,87.666030092593,0.04569736571792,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 11,2018-02-07 18:16:43,Planet,Class I gas giant,430494.625,,1.7933756730652,164.501221,61084.84,68,No volcanism,0.000623,-0.033754,13.046641,2.2518352141204,,2.898193,8904.1459259259,6.2881591824689,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aries Dark Region DB-X d1-63 B 11 a,2018-02-07 18:22:46,Planet,Icy body,430548.1875,1,0.084893158987005,0.004197,1418.13525,49,Major Water Magma,7.0E-6,-0.003915,191.185776,3.674790943287,1,0.134664,3.674603587963,0.0036842419575963,,,,,,,,49,,1.61799,,0.971759,23.5194,,,12.5139,,,,,9.46497,,15.0575,,,,4.37746,27.9694,,,,0.687138,3.07297,0.747439,,,,
Aries Dark Region DB-X d1-63 B 11 b,2018-02-07 18:23:27,Planet,Icy body,430545.03125,1,0.055640124825958,0.001209,940.164,47,No volcanism,0.000102,-0.014472,282.111572,16.368823784722,1,0.241119,16.36798900463,0.0099740457067883,,,,,,,,47,,,,,23.3058,,,12.4002,,5.12118,,,9.37903,,14.9208,,,,,27.7155,,0.928545,0.738148,0.680898,,,3.36992,1.43992,,
Aries Dark Region DB-X d1-63 B 11 c,2018-02-07 18:20:46,Planet,Icy body,430554.0625,1,0.054295667649677,0.001123,917.258625,47,No volcanism,0.008484,-0.041984,140.086227,28.438530092593,1,0.044971,28.437080439815,0.014414442598079,,,,,,,,47,0.732256,,,0.930043,22.5098,5.38631,,11.9767,,,,0.78207,9.05865,,14.4111,,,,4.18954,26.7688,,,,,,,3.25481,,,
Aries Dark Region DB-X d1-63 B 11 d,2018-02-07 18:17:35,Planet,Icy body,430558.25,1,0.08136825476735,0.00366,1352.68775,47,No volcanism,0.000654,-0.343037,201.593811,40.171744791667,1,-0.004441,40.169699074074,0.018147085244576,,,,,,,,47,,,,,22.4884,5.47625,3.50727,12.1767,,,,,9.20992,0.83221,14.3975,0.314143,,,4.18557,26.7434,,,,0.668621,,,,,,
Aries Dark Region DB-X d1-63 B 11 d a,2018-02-07 18:18:18,Planet,Icy body,430558.25,1,0.03341100503499,0.000308,612.3716875,47,Major Water Geysers,,80.577034,103.752579,1.7484358723958,1,0.229672,1.6792238136574,6.3153853432487E-5,,,,,,,,47,,,,,26.4686,,3.22499,9.6713,,,0.42233,0.63153,7.31496,,16.9457,,,,,31.4767,0.345903,,,,2.37493,,,1.12304,,
Aries Dark Region DB-X d1-63 B 11 e,2018-02-07 18:24:13,Planet,Icy body,430561.4375,1,0.072973001851175,0.002691,1224.786125,47,No volcanism,0.014612,2.759016,86.593414,61.518101851852,1,-0.386755,61.514959490741,0.024109875569238,,,,,,,,47,,,,,23.5229,,,12.5158,,,0.546542,,9.46639,,15.0598,,,,4.37811,27.9736,,0.937194,0.745023,,,,3.40131,1.45334,,
Aries Dark Region DB-X d1-63 B 12,2018-06-02 02:00:12,Planet,Icy body,429049.8125,,2.1659395929098,13.667244,16021.45,41,Water Geysers,0.033869,0.206226,299.857361,1.1610895001505,,-0.255157,14645.09037037,8.7617341816617,68.5886,21.1188,10.2914,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector OS-U c2-7,2018-04-01 18:36:18,Star,K (Yellow-Orange) Star,0,,,,,4873,,,,,2.6006038411458,,,,,,,,1,1,932,Vab,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 1,2018-05-07 19:15:40,Planet,High metal content world,8.709557,,2.0816655232312,4.433968,9308.406,1591,Major Silicate Vapour Geysers,1.0E-6,-0.0051,122.745148,1.0334393988773,1,0.278709,1.0202143012153,0.017453835591258,0,67.1741,32.8259,,,,,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 2,2018-05-07 19:16:28,Planet,High metal content world,14.971232,,1.9864594592994,4.002429,9053.291,2633,Major Silicate Vapour Geysers,1.2E-5,0.007485,124.095718,2.3290049913194,1,-0.166322,2.2992008463542,0.030001837078287,0,67.1741,32.8259,,,,,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 3,2018-05-07 19:18:06,Planet,Gas giant with ammonia-based life,1021.650391,,1.2318890597598,16.736954,23509.15,129,No volcanism,9.6E-5,-1.760709,354.413971,0.8163599537037,,-0.062647,1296.250462963,2.0474935960435,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 4,2018-06-10 10:41:19,Star,Y (Brown dwarf) Star,1706.925659,,,,,277,,0.000421,3.532897,225.940689,1.3401265010185,,0.777513,2800.6188888889,3.4218893789643,,,,,,932,V,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 4 a,2018-06-10 14:08:06,Planet,Rocky body,1702.740723,1,0.15265269111498,0.006181,1283.398875,101,No volcanism,0.001433,-0.064961,255.80484,5.2611892361111,1,-0.261799,5.261166087963,0.013480030153932,0,90.9298,9.0702,,,,,101,,2.5789,,1.55921,16.4963,9.03012,,20.0788,,,,,15.1868,,10.5612,,,,3.07032,19.6176,0.718139,,,1.10253,,,,,,
Pleiades Sector OS-U c2-7 4 a a,2018-06-11 13:25:14,Planet,Rocky body,1702.737915,1,0.043742394478486,0.000168,395.2645625,101,Major Silicate Vapour Geysers,,0.416614,110.159058,0.2521964518287,1,-0.515443,0.24883029513889,2.0684392000507E-5,0,96.8702,3.1298,,,,,101,,,,,16.8816,7.98485,5.90129,17.7546,,,0.775315,,13.4289,,10.8079,,,,,20.0758,0.635011,,0.929739,,,,4.82504,,,
Pleiades Sector OS-U c2-7 4 b,2018-05-07 19:22:22,Planet,Rocky body,1700.817383,1,0.12548427684464,0.00349,1063.659375,101,No volcanism,0.003256,-0.089896,119.565346,8.0474797453704,1,0.099463,8.0474442997685,0.017895404229173,0,91.0873,8.9127,,,,,101,,2.53204,,,16.1966,,,19.6522,,8.11615,0.858179,,14.8641,1.34312,10.3693,,,,,19.2611,,1.46642,,,,,5.34073,,,
Pleiades Sector OS-U c2-7 4 c,2018-05-07 19:21:03,Planet,Rocky body,1696.070068,1,0.12093711847708,0.003131,1026.233625,101,No volcanism,0.002079,-0.017005,335.28183,13.336736111111,1,0.407335,13.336676793981,0.025061166970206,0,91.0873,8.9127,,,,,101,,2.59118,,,16.5748,,5.79404,20.1111,,,,1.31325,15.2112,1.37449,10.6115,,,1.24199,,19.7109,,,,,,,5.46545,,,
Pleiades Sector OS-U c2-7 4 d,2018-05-07 19:23:06,Planet,Rocky body,1718.715088,1,0.11819960613245,0.002928,1003.8343125,101,No volcanism,0.005603,0.400314,67.113739,33.400491898148,1,-0.136273,33.400353009259,0.046217190015125,0,91.0873,8.9127,,,,,101,,,,1.50787,16.0034,,5.59428,19.4177,,8.01933,,,14.6868,,10.2456,,,,2.97856,19.0313,,1.44893,,1.06623,,,,,,
Pleiades Sector OS-U c2-7 4 e,2018-05-07 19:20:27,Planet,Rocky body,1734.809082,1,0.12156961905516,0.00318,1031.53875,101,No volcanism,0.000872,-3.901194,160.138199,54.741435185185,1,0.263214,54.74119212963,0.064245942024628,0,91.0873,8.9127,,,,,101,,,,,16.1243,,,19.5644,,8.07991,,1.27755,14.7977,,10.323,,,,3.00107,19.1751,,,1.17147,,,1.16856,5.31688,,,
Pleiades Sector OS-U c2-7 5,2018-05-07 19:25:55,Planet,Class III gas giant,2544.394043,,12.931117572564,1755.394897,74311.136,422,No volcanism,0.117812,5.174429,208.170349,1.0749762189005,,-1.05408,826.66814814815,0.0040164015516298,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Pleiades Sector OS-U c2-7 5 a,2018-05-07 19:27:37,Planet,Rocky Ice world,2540.953613,1,0.12517253549132,0.005401,1324.851125,115,No volcanism,0.000677,-0.013341,83.713799,5.0280570023148,1,0.086122,5.0937185329861,0.010084149519917,24.9531,68.3534,6.6935,,,,,115,,,,,17.5423,7.38445,,16.4196,,6.78114,,,12.4191,,11.2309,,,1.01402,,20.8614,,,0.983238,0.901603,,,4.46224,,,
Pleiades Sector OS-U c2-7 5 b,2018-05-07 19:27:09,Planet,Icy body,2545.561035,1,0.16090302905747,0.021013,2304.87,108,No volcanism,0.002419,0.010443,296.026489,9.0038006365741,1,-0.221559,9.0817491319444,0.014827308367565,65.0966,31.7903,3.1131,,,,,108,,,,1.08064,20.9964,,4.00868,13.9159,,5.74714,,0.908703,10.5254,,13.4423,,,,3.90788,24.9691,0.497717,,,,,,,,,
Pleiades Sector OS-U c2-7 5 c,2018-05-07 19:26:21,Planet,Icy body,2554.043213,,0.24102717278731,0.082713,3736.27125,93,No volcanism,0.001995,0.079744,156.374649,-47.126322337963,,3.081442,47.241099537037,0.044513937536947,81.0032,17.2782,1.7186,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleiades Sector OS-U c2-7 5 c a,2018-05-07 19:26:38,Planet,Icy body,2553.916748,1,0.083519328174423,0.004605,1497.6345,93,No volcanism,,15.942187,311.677155,4.685550853588,1,0.466108,4.5603276909722,0.00034448369992742,92.4638,7.3002,0.2361,,,,,93,0.675893,1.42934,,,25.8935,,,9.61653,,3.97153,,0.627954,7.27354,,16.5775,,,,,30.7928,,,,0.528044,,,2.61341,,,
Pleiades Sector OS-U c2-7 6,2018-05-07 19:28:01,Planet,Icy body,2593.480225,,2.939891083827,23.713148,18113.964,87,Water Geysers,0.117812,5.174429,28.17034,1.935392614294,,0.94747,826.66814814815,0.29736214131823,67.3787,21.7638,10.8575,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 A,2018-03-14 13:36:51,Star,F (White) Star,0,,,,,7217,,0.121644,-56.429283,266.259583,2.4223303674769,,,1014.450462963,0.50645575954712,,,,1,1,754,VI,7217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 1,2018-05-08 23:47:44,Planet,Gas giant with water-based life,2166.772705,,3.5433076350899,476.66272,73975.12,228,No volcanism,4.3E-5,0.002166,356.611969,1.6441339337384,,0.034646,2426.1244444444,4.2135704893292,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Col 285 Sector CV-Y d57 AB 1 a,2018-05-08 23:50:04,Planet,Rocky body,2181.612549,1,0.060696981334971,0.000409,523.555375,178,No volcanism,0.00168,-0.201419,170.996445,3.5991760706019,1,0.148971,3.5991286892361,0.0051801520193696,0,91.2112,8.7888,,,,,178,,,,,17.2543,,,20.856,,,,1.36188,15.7746,,11.0465,,,1.28799,3.21139,20.5189,,,,1.1452,5.1215,,,2.42181,,
Col 285 Sector CV-Y d57 AB 1 b,2018-05-08 23:49:35,Planet,Rocky body,2177.672119,1,0.061248465292058,0.000419,527.5260625,176,No volcanism,1.7E-5,-0.056652,46.722904,4.6679191984954,1,-0.507023,4.6678580729167,0.0061605950652077,0,91.2112,8.7888,,,,,176,,,,,16.0165,8.70675,5.62627,19.3598,,,0.845411,,14.643,,10.254,,,,2.98101,19.047,,1.45721,,1.06305,,,,,,
Col 285 Sector CV-Y d57 AB 1 c,2018-05-08 23:50:33,Planet,Rocky body,2182.278809,1,0.063724722312585,0.000472,548.9105,174,No volcanism,0.000491,-0.047825,185.098053,8.7188006365741,1,0.150562,8.7186848958333,0.0093435426150086,0,91.2112,8.7888,,,,,174,,,,1.50512,16.0351,8.71684,5.63279,19.3823,,,,,14.6599,1.32467,10.2659,,,,,19.069,,,,,,1.15768,,2.25068,,
Col 285 Sector CV-Y d57 AB 1 d,2018-05-08 23:48:58,Planet,Rocky body,2174.306641,1,0.098368673339446,0.001696,837.4695625,173,No volcanism,7.9E-5,1.284988,158.171646,18.162055844907,1,-0.624064,18.161814236111,0.015239956807754,0,90.721,9.279,,,,,173,,,,,16.1484,,,19.7105,,8.14023,,,14.9082,1.34711,10.3385,,,,3.00556,19.2038,,,1.18017,,4.84021,1.17728,,,,
Col 285 Sector CV-Y d57 AB 1 e,2018-05-08 23:51:15,Planet,Rocky body,2185.193848,1,0.073391198322128,0.000717,630.4085625,171,No volcanism,0.000238,0.004556,261.740295,32.546440972222,1,-0.512675,32.546006944444,0.022484132643474,0,91.2112,8.7888,,,,,171,1.17278,,,1.48186,15.7872,,5.54573,19.0827,,7.88095,,,14.4333,,10.1073,,,,,18.7743,,,,1.04783,4.68604,,,,,
Col 285 Sector CV-Y d57 AB 1 f,2018-05-08 23:51:50,Planet,Rocky body,2171.859863,1,0.10260873335406,0.001933,875.4035,171,No volcanism,2.8E-5,2.005951,306.90094,46.730662615741,1,0.460886,46.730046296296,0.028615964090724,0,91.2112,8.7888,,,,,171,,2.70601,,,17.2251,,,20.8207,,,,,15.7479,,11.0278,,,1.28581,3.20596,20.4843,,,1.24022,1.14327,5.11285,,,,,
Col 285 Sector CV-Y d57 AB 1 g,2018-05-08 23:48:20,Planet,Rocky body,2161.25708,1,0.10533851130762,0.002089,898.1733125,170,No volcanism,0.001012,-0.530743,38.463955,0.71796911168981,,0.393808,69.76640625,0.037380218032742,0,91.2112,8.7888,,,,,170,1.3122,2.77497,,,17.6641,,,21.3513,,,,1.39423,16.1492,,11.3089,,,,3.28766,21.0063,,,1.27183,,,,,2.47933,,
Col 285 Sector CV-Y d57 AB 2,2018-04-27 19:13:35,Planet,Gas giant with water-based life,2670.325439,,2.4669465365734,304.472168,70856.296,175,No volcanism,0.023528,-9.38355,359.444763,0.69509349681713,,0.481872,578.57083333333,0.012320947132304,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Col 285 Sector CV-Y d57 AB 2 a,2018-04-23 07:10:08,Planet,Rocky body,2680.352783,1,0.093212424476824,0.001457,797.402125,152,Minor Metallic Magma,7.0E-6,-0.074811,15.901459,1.1743601707176,1,-0.35059,1.1743336769444,0.0021143980092759,0,91.2112,8.7888,,,,,152,1.16388,,,1.47061,15.6675,8.517,,18.9379,,7.82116,,1.23663,14.3238,,10.0306,,,,,18.6319,,,,,,,,2.19908,,
Col 285 Sector CV-Y d57 AB 2 b,2018-04-23 07:09:55,Planet,Rocky body,2674.852783,,0.1488499215927,0.005766,1255.3,298,No volcanism,0.003254,0.154379,65.693954,3.0243223741319,1,0.134969,3.024253833912,0.0039725677726508,0,91.2112,8.7888,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 2 c,2018-02-12 03:22:33,Planet,Rocky body,2932.149414,,0.1035737963073,0.001987,883.40225,173,No volcanism,0.002813,0.059274,114.247665,8.3117592592593,1,-0.121175,8.3115719039352,0.0077943731855536,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 2 d,2018-04-23 07:10:48,Planet,Rocky body,2666.64209,,0.10625381889324,0.002143,905.78125,172,No volcanism,0.017899,5.94593,67.786964,18.890193865741,1,-0.287472,18.889768518519,0.013473387920354,0,91.2112,8.7888,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 3,2018-04-23 07:07:59,Planet,Class I gas giant,2664.990967,,0.71904772462061,30.294733,41398.94,141,No volcanism,0.023528,-9.38355,179.444763,0.6968349428588,,-0.296532,578.57083333333,0.123812110061,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Col 285 Sector CV-Y d57 AB 3 a,2018-04-23 07:08:26,Planet,Rocky body,2664.835693,,0.14063639827349,0.004868,1186.618,282,Minor Metallic Magma,0.001029,-0.125446,151.541534,1.2109100115741,1,0.808046,1.3484511537963,0.0010744252391288,0,90.9905,9.0095,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 3 b,2018-04-23 07:08:37,Planet,Rocky body,2664.426514,,0.055217473632211,0.000309,477.11765625,225,Major Rocky Magma,0.001399,0.026583,251.52684,1.7727331090856,1,0.373014,1.9268265335648,0.0013630585451909,0,91.2112,8.7888,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 4,2018-05-08 23:53:55,Planet,Class III gas giant,3544.154053,,10.002756001056,1309.829956,72984.752,360,No volcanism,0.174238,-3.537466,182.009293,0.67603664821759,,-0.467573,582.78694444444,0.0036924106300131,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Col 285 Sector CV-Y d57 AB 4 a,2018-05-28 12:07:34,Planet,Rocky body,3589.694092,1,0.14277028489871,0.005103,1205.808625,182,Minor Metallic Magma,0.000943,-0.106596,291.342987,1.2306434461806,1,-0.010241,1.2306225585995,0.003547832957224,0,91.2112,8.7888,,,,,182,,,,,16.6838,,,20.1664,,8.3285,0.880631,,15.253,,10.6812,,,,3.1052,19.8405,,1.51792,1.20124,,,,,2.34173,,
Col 285 Sector CV-Y d57 AB 4 b,2018-05-28 12:04:38,Planet,Rocky body,3584.718994,,0.17499367785119,0.009199,1462.324125,160,No volcanism,0.000437,-0.083129,179.343109,-6.4162275752315,,2.218261,6.4161176215278,0.0106674716193,0,90.8912,9.1088,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col 285 Sector CV-Y d57 AB 4 b a,2018-05-28 12:05:37,Planet,Rocky body,3584.710449,1,0.063856712526467,0.000516,573.331875,158,Major Silicate Vapour Geysers,,-31.259323,5.302495,0.31417333532407,1,-0.101432,0.30571680140046,2.7342362768002E-5,0,96.9164,3.0836,,,,,158,,2.70091,,,17.1926,8.10944,,18.0317,,,,1.17746,13.6384,1.23237,11.007,,,,,20.4456,,1.56422,,,,,4.90033,,,
Col 285 Sector CV-Y d57 AB 4 c,2018-05-08 23:55:03,Planet,Rocky body,3555.46167,1,0.14497377261933,0.005338,1223.8525,151,No volcanism,2.5E-5,-1.527065,78.350655,13.40560619213,1,0.179259,13.405379050926,0.017434091139106,0,91.2112,8.7888,,,,,151,1.24298,,,,16.7322,,,20.2249,,,,,15.2973,,10.7122,,,,3.11421,19.898,,,1.20473,1.11055,4.96653,,5.49637,,,
Col 285 Sector CV-Y d57 AB 4 d,2018-05-28 12:05:05,Planet,Rocky body,3589.065186,,0.14239961890035,0.005066,1202.991875,294,Major Rocky Magma,0.075314,2.05495,26.11375,1.6970782696759,1,0.521998,1.1870678710995,3.3278946262435E-5,0,91.2112,8.7888,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
